id,title,keywords,cast,genres,director
323675,Ride Along 2,police sequel police officer brother-in-law brother-in-law relationship black men,Kevin Hart Ice Cube Olivia Munn Tika Sumpter Ken Jeong,Action Comedy,Tim Story
9361,The Last of the Mohicans,secret love mohawk native american 18th century french and indian war,Daniel Day-Lewis Madeleine Stowe Russell Means Eric Schweig Jodhi May,Action Adventure Drama History Romance,Michael Mann
1677,Ray,black people soul country music loss of brother 1970s,Jamie Foxx Kerry Washington Regina King Harry Lennix Clifton Powell,Drama Music,Taylor Hackford
187,Sin City,dystopia based on comic book held captive based on graphic novel black and white and color,Jessica Alba Devon Aoki Clive Owen Rosario Dawson Mickey Rourke,Action Thriller Crime,Robert Rodriguez
7461,Vantage Point,bomb terror spain usa president terrorist,Dennis Quaid Matthew Fox Forest Whitaker Sigourney Weaver William Hurt,Drama Action Thriller Crime,Pete Travis
16538,"I Love You, Man",poker bondage duringcreditsstinger,Paul Rudd Jason Segel Rashida Jones Andy Samberg J.K. Simmons,Comedy,John Hamburg
9889,Shallow Hal,overweight beauty hypnosis overweight man overweight woman,Gwyneth Paltrow Jack Black Jason Alexander Joe Viterelli Bruce McGill,Comedy Romance,Bobby Farrelly
820,JFK,assassination cia homophobia new orleans vietnam war,Kevin Costner Tommy Lee Jones Gary Oldman Kevin Bacon Michael Rooker,Drama Thriller History,Oliver Stone
11565,Big Momma's House 2,undercover nanny computer virus stress undercover agent,Martin Lawrence Nia Long Emily Procter Zachary Levi Mark Moses,Comedy Crime,John Whitesell
6073,The Mexican,kidnapping pistol,Brad Pitt Julia Roberts James Gandolfini J.K. Simmons Gene Hackman,Action Comedy Crime Romance,Gore Verbinski
16996,17 Again,high school bullying high school sports fake identity adult as a child,Zac Efron Leslie Mann Matthew Perry Tyler Steelman Allison Miller,Comedy,Burr Steers
193610,The Other Woman,infidelity revenge unfaithful boyfriend woman sitting on a toilet,Cameron Diaz Leslie Mann Kate Upton Don Johnson Nikolaj Coster-Waldau,Comedy Romance,Nick Cassavetes
19912,The Final Destination,car race dying and death plan stock-car-race car crash,Bobby Campo Shantel VanSanten Nick Zano Haley Webb Krista Allen,Horror Mystery,David R. Ellis
296098,Bridge of Spies,spy cia cold war soviet union pilot,Tom Hanks Mark Rylance Amy Ryan Alan Alda Sebastian Koch,Thriller Drama,Steven Spielberg
8007,Behind Enemy Lines,helicopter war crimes sniper bosnia and herzegovina fighter pilot,Owen Wilson Gene Hackman Gabriel Macht Charles Malik Whitfield David Keith,Action Drama Thriller War,John Moore
32823,Get Him to the Greek,aftercreditsstinger,Jonah Hill Russell Brand Rose Byrne Elisabeth Moss Colm Meaney,Comedy,Nicholas Stoller
4380,Shall We Dance?,jealousy wife husband relationship dancing master,Richard Gere Jennifer Lopez Susan Sarandon Lisa Ann Walter Stanley Tucci,Drama Romance Comedy,Peter Chelsom
11551,Small Soldiers,defense industry toy shop technical toy soldier prototype,Gregory Smith Kirsten Dunst Denis Leary Phil Hartman David Cross,Comedy Adventure Fantasy Science Fiction Action,Joe Dante
10336,Spawn,anti hero secret agent fistfight based on comic book burn victim,Michael Jai White Martin Sheen John Leguizamo Theresa Randle Nicol Williamson,Action Adventure Fantasy Horror Science Fiction,Mark A.Z. Dipp\u00e9
11362,The Count of Monte Cristo,loss of lover lover (female) ex-lover torture napoleon bonaparte,Jim Caviezel Guy Pearce Richard Harris James Frain Dagmara Domi\u0144czyk,Action Adventure Drama Thriller,Kevin Reynolds
50348,The Lincoln Lawyer,judge arrest jury private investigator,Matthew McConaughey Marisa Tomei Ryan Phillippe William H. Macy Josh Lucas,Crime Drama Thriller,Brad Furman
48138,Unknown,taxi hotel coma taxi driver prince,Liam Neeson Diane Kruger January Jones Aidan Quinn Bruno Ganz,Action Mystery Thriller,Jaume Collet-Serra
1124,The Prestige,competition secret obsession magic dying and death,Hugh Jackman Christian Bale Michael Caine Scarlett Johansson Andy Serkis,Drama Mystery Thriller,Christopher Nolan
227159,Horrible Bosses 2,prison kidnapping sequel car chase sex addict,Jason Bateman Jason Sudeikis Charlie Day Jennifer Aniston Kevin Spacey,Comedy,Sean Anders
68179,Escape from Planet Earth,spaceship alien rescue escape planet,Brendan Fraser Rob Corddry Ricky Gervais Jessica Alba Sarah Jessica Parker,Animation Comedy Adventure Family Science Fiction,Callan Brunker
1579,Apocalypto,loss of family solar eclipse slavery jaguar village,Rudy Youngblood Raoul Max Trujillo Gerardo Taracena Iazua Larios Antonio Monroy,Action Adventure Drama Thriller,Mel Gibson
708,The Living Daylights,london england smuggling of arms prison england assassination,Timothy Dalton Maryam d'Abo Jeroen Krabb\u00e9 Joe Don Baker John Rhys-Davies,Action Adventure Thriller,John Glen
34851,Predators,hunter predator yakuza hunting human beings alien life-form,Topher Grace Alice Braga Laurence Fishburne Adrien Brody Danny Trejo,Action Science Fiction Adventure Thriller,Nimr\u00f3d Antal
9930,Legal Eagles,court case client lawyer courtroom,Robert Redford Debra Winger Daryl Hannah Brian Dennehy Terence Stamp,Comedy Crime Drama Romance Thriller,Ivan Reitman
1586,Secret Window,alcohol adultery detective mississippi jealousy,Johnny Depp John Turturro Timothy Hutton Charles S. Dutton Len Cariou,Thriller Mystery,David Koepp
2044,The Lake House,chicago writing architect future time,Keanu Reeves Sandra Bullock Shohreh Aghdashloo Christopher Plummer Ebon Moss-Bachrach,Romance Drama Mystery,Alejandro Agresti
9913,The Skeleton Key,nurse secret dream fight kidnapping,Kate Hudson Gena Rowlands Peter Sarsgaard John Hurt Joy Bryant,Drama Horror Mystery Thriller,Iain Softley
71864,The Odd Life of Timothy Green,green dodgeball incredibile timothy,Jennifer Garner Joel Edgerton Ron Livingston Rosemarie DeWitt CJ Adams,Fantasy Drama Comedy Family,Peter Hedges
10761,Made of Honor,scotland love of one's life ladykiller one-night stand bridesmaid,Patrick Dempsey Michelle Monaghan Kevin McKidd Chris Messina Richmond Arquette,Comedy Romance,Paul Weiland
209451,Jersey Boys,biography based on play,Christopher Walken Vincent Piazza Freya Tingley James Madio Sean Whalen,Music Drama,Clint Eastwood
11975,The Rainmaker,jurors proof court case leukemia lawyer,Matt Damon Danny DeVito Jon Voight Claire Danes Mary Kay Place,Drama Crime Thriller,Francis Ford Coppola
4970,Gothika,amnesia mental institution patient trust false accusations,Halle Berry Robert Downey Jr. Charles S. Dutton Pen\u00e9lope Cruz John Carroll Lynch,Horror Thriller,Mathieu Kassovitz
11831,Amistad,cuba mutiny slavery sentence historical figure,Morgan Freeman Nigel Hawthorne Anthony Hopkins Djimon Hounsou Matthew McConaughey,Drama History Mystery,Steven Spielberg
9096,Medicine Man,medicine ant research amazon cancer,Sean Connery Lorraine Bracco Jos\u00e9 Wilker Rodolfo De Alexandre Angelo Barra Moreira,Adventure,John McTiernan
440,Aliens vs Predator: Requiem,predator national guard hybrid alien morgue,Steven Pasquale Reiko Aylesworth John Ortiz Ariel Gade Sam Trammell,Fantasy Action Science Fiction Thriller Horror,Colin Strause
11011,Ri¢hie Ri¢h,family life raft private plane toothbrush gluttony,Macaulay Culkin John Larroquette Edward Herrmann Christine Ebersole Michael Maccarone,Comedy Family,Donald Petrie
10641,Autumn in New York,new love love of one's life unexpected happiness dying and death success,Richard Gere Winona Ryder Anthony LaPaglia Elaine Stritch Vera Farmiga,Drama Romance,Joan Chen
11172,Music and Lyrics,pop star song romantic comedy song writing piano,Drew Barrymore Hugh Grant Scott Porter Brad Garrett Haley Bennett,Comedy Music Romance,Marc Lawrence
39513,Paul,san diego area 51 alien space craft hit with a chair shot in the knee,Seth Rogen Simon Pegg Nick Frost Jason Bateman Kristen Wiig,Adventure Comedy Science Fiction,Greg Mottola
82687,The Guilt Trip,inventor road trip guilt mother son relationship woman director,Seth Rogen Barbra Streisand Yvonne Strahovski Colin Hanks Adam Scott,Comedy,Anne Fletcher
41446,Scream 4,sheriff book knife horror rescue,David Arquette Neve Campbell Courteney Cox Emma Roberts Hayden Panettiere,Horror Mystery,Wes Craven
8224,8MM,pornography porn actor loss of daughter child pornography private investigator,Nicolas Cage Joaquin Phoenix James Gandolfini Chris Bauer Anthony Heald,Thriller Crime Mystery,Joel Schumacher
10537,The Doors,hippie poetry sex rock and roll nudity,Val Kilmer Meg Ryan Kyle MacLachlan Frank Whaley Kevin Dillon,Drama Music,Oliver Stone
225886,Sex Tape,marriage internet relationship family sex tape,Cameron Diaz Jason Segel Rob Corddry Ellie Kemper Rob Lowe,Comedy,Jake Kasdan
10385,Hanging Up,sister sister relationship cheating amnesia crisis line telephone,Meg Ryan Diane Keaton Lisa Kudrow Walter Matthau Adam Arkin,Comedy Drama,Diane Keaton
55779,Final Destination 5,premonition death by accident crash end is here duringcreditsstinger,Emma Bell Nicholas D'Agosto Miles Fisher Ellen Wroe Jacqueline MacInnes Wood,Horror Mystery,Steven Quale
10154,Mickey Blue Eyes,new york marriage proposal fbi mafia boss mafia,Hugh Grant James Caan Jeanne Tripplehorn Burt Young James Fox,Comedy Crime Romance,Kelly Makin
10647,Pay It Forward,child's point of view candlelight vigil good deed exotic dancer schoolteacher,Kevin Spacey Helen Hunt Haley Joel Osment Jay Mohr Jim Caviezel,Drama Romance,Mimi Leder
11431,Fever Pitch,baseball fanatic relationship problems sport teacher,Drew Barrymore Jimmy Fallon Jason Spevack Jack Kehler Maureen Keiller,Comedy Drama Romance,Bobby Farrelly
8457,Drillbit Taylor,prison jealousy homeless person beach parents kids relationship,Owen Wilson Leslie Mann Josh Peck David Dorfman Nate Hartley,Comedy,Steven Brill
188161,A Million Ways to Die in the West,gunslinger farmer wild west laxative,Seth MacFarlane Charlize Theron Liam Neeson Amanda Seyfried Neil Patrick Harris,Comedy Western,Seth MacFarlane
8850,The Shadow,new york atomic bomb ladykiller hypnosis superhero,Alec Baldwin John Lone Penelope Ann Miller Peter Boyle Ian McKellen,Adventure Fantasy Action Thriller Science Fiction,Russell Mulcahy
64685,Extremely Loud & Incredibly Close,based on novel autism key scavenger hunt death of father,Thomas Horn Tom Hanks Sandra Bullock Max von Sydow John Goodman,Drama,Stephen Daldry
38357,Morning Glory,work ethic tv morning show tv reporter,Rachel McAdams Harrison Ford Patrick Wilson Jeff Goldblum Diane Keaton,Comedy Drama Romance,Roger Michell
10060,Get Rich or Die Tryin',loss of mother attempted murder career musical rapper,50 Cent Joy Bryant Adewale Akinnuoye-Agbaje Omar Benson Miller Terrence Howard,Drama,Jim Sheridan
11398,The Art of War,china chinese woman secret agent conspiracy of murder united nations,Wesley Snipes Donald Sutherland Maury Chaykin Anne Archer Michael Biehn,Crime Action Adventure,Christian Duguay
1833,Rent,gay sex aids musical hiv,Anthony Rapp Adam Pascal Rosario Dawson Jesse L. Martin Wilson Jermaine Heredia,Drama Romance,Chris Columbus
10391,Bless the Child,sister sister relationship autism mephisto satanism ersatz,Kim Basinger Angela Bettis Holliston Coleman Rufus Sewell Christina Ricci,Drama Horror Thriller Crime,Chuck Russell
8970,The Out-of-Towners,new york travel misfortune,Steve Martin Goldie Hawn John Cleese Mark McKinney Jessica Cauffiel,Comedy,Sam Weisman
9306,The Island of Dr. Moreau,monster experiment island mutation genetics,Marlon Brando Val Kilmer David Thewlis Fairuza Balk Daniel Rigney,Fantasy Horror Science Fiction,John Frankenheimer
11370,The Musketeer,loss of family queen power power takeover kingdom,Catherine Deneuve Mena Suvari Stephen Rea Tim Roth Justin Chambers,Action Adventure Drama,Peter Hyams
12184,The Other Boleyn Girl,england sister sister relationship queen kingdom henry viii,Natalie Portman Scarlett Johansson Eric Bana Jim Sturgess Kristin Scott Thomas,Drama,Justin Chadwick
1921,Sweet November,workaholic dogsitter,Keanu Reeves Charlize Theron Jason Isaacs Greg Germann Lauren Graham,Drama Romance,Pat O'Connor
1683,The Reaping,river miracle bible louisiana frog,Hilary Swank David Morrissey Idris Elba AnnaSophia Robb Stephen Rea,Horror,Stephen Hopkins
203,Mean Streets,epilepsy protection money secret love money redemption,Harvey Keitel Robert De Niro David Proval Amy Robinson Richard Romanus,Drama Crime,Martin Scorsese
11858,Renaissance Man,vietnam veteran commercial advertising expert kaserne stau,Danny DeVito Mark Wahlberg Gregory Hines James Remar Ed Begley Jr.,Comedy War,Penny Marshall
62835,Colombiana,street gang uncle female assassin witness to murder,Zoe Saldana Cliff Curtis Callum Blue Michael Vartan Lennie James,Action Thriller Crime Drama,Olivier Megaton
18937,Quest for Camelot,,Jessalyn Gilsig Cary Elwes Gary Oldman Don Rickles Jane Seymour,Fantasy Animation Drama Romance Family,Frederik Du Chau
13536,City By The Sea,murder homicide detective,Robert De Niro James Franco Frances McDormand Eliza Dushku George Dzundza,Crime Drama Mystery,Michael Caton-Jones
15556,At First Sight,blind massage therapist,Val Kilmer Mira Sorvino Kelly McGillis Steven Weber Bruce Davison,Drama Romance,Irwin Winkler
10718,Torque,ex-girlfriend drug dealer gang motorcyclist,Martin Henderson Ice Cube Monet Mazur Adam Scott Matt Schulze,Action,Joseph Kahn
11062,City Hall,corruption undercover war on drugs mayor drug dealer,Al Pacino John Cusack Bridget Fonda Danny Aiello Martin Landau,Drama Thriller,Harold Becker
10802,Showgirls,dancing female nudity go-go dancer spanner seduction,Elizabeth Berkley Kyle MacLachlan Gina Gershon Glenn Plummer Robert Davi,Drama,Paul Verhoeven
1887,Marie Antoinette,shoe voice over rite theatre audience bride and groom,Kirsten Dunst Jason Schwartzman Judy Davis Rip Torn Rose Byrne,Drama History,Sofia Coppola
6071,Kiss of Death,hoodlum,David Caruso Samuel L. Jackson Nicolas Cage Helen Hunt Kathryn Erbe,Action Crime Drama Thriller,Barbet Schroeder
10461,Get Carter,ritual pornographic video car crash dvd,Sylvester Stallone Miranda Richardson Rachael Leigh Cook Mickey Rourke Johnny Strong,Action Drama Thriller Crime,Stephen T. Kay
80278,The Impossible,thailand tsunami family vacation tidal wave catastrophe,Naomi Watts Ewan McGregor Tom Holland Samuel Joslin Oaklee Pendergast,Thriller Drama,Juan Antonio Bayona
12704,Ishtar,wilderness sahara beautiful woman singer escape,Warren Beatty Dustin Hoffman Isabelle Adjani Charles Grodin Jack Weston,Action Adventure Comedy,Elaine May
10315,Fantastic Mr. Fox,fox tree peasant revenge cider,George Clooney Meryl Streep Jason Schwartzman Bill Murray Wallace Wolodarsky,Adventure Animation Comedy Family,Wes Anderson
16643,Life or Something Like It,,Angelina Jolie Edward Burns Tony Shalhoub Christian Kane Melissa Errico,Comedy Drama Romance,Stephen Herek
2687,Memoirs of an Invisible Man,invisible man,Chevy Chase Daryl Hannah Sam Neill Michael McKean Stephen Tobolowsky,Comedy Fantasy Science Fiction,John Carpenter
194,Amélie,paris love triangle ghost train sex-shop shyness,Audrey Tautou Mathieu Kassovitz Rufus Jamel Debbouze Claire Maurier,Comedy Romance,Jean-Pierre Jeunet
11025,New York Minute,twin sister music video geek vacation university,Ashley Olsen Mary-Kate Olsen Eugene Levy Andy Richter Riley Smith,Comedy,Dennie Gordon
8849,Alfie,new york cheating flirt lover older woman seduces younger guy,Jude Law Marisa Tomei Omar Epps Jane Krakowski Ren\u00e9e Taylor,Comedy,Charles Shyer
78698,Big Miracle,whale alaska aftercreditsstinger duringcreditsstinger greenpeace,Drew Barrymore John Krasinski Kristen Bell Vinessa Shaw Dermot Mulroney,Adventure Drama Romance,Ken Kwapis
30943,The Deep End of the Ocean,kidnapping boy reunion,Michelle Pfeiffer Treat Williams Whoopi Goldberg Jonathan Jackson Cory Buck,Drama Mystery,Ulu Grosbard
9544,FearDotCom,race against time psychopath homepage cop doctor,Stephen Dorff Natascha McElhone Stephen Rea Udo Kier Amelia Curtis,Horror Thriller,William Malone
24418,Cirque du Freak: The Vampire's Assistant,vampire spider wolfman stew best friend,John C. Reilly Josh Hutcherson Chris Massoglia Patrick Fugit Salma Hayek,Adventure Fantasy Action Thriller,Paul Weitz
7288,Duplex,,Ben Stiller Drew Barrymore Eileen Essell Amber Valletta Justin Theroux,Action Comedy Thriller,Danny DeVito
14655,Soul Men,duringcreditsstinger,Samuel L. Jackson Bernie Mac Sharon Leal Adam Herschman Sean Hayes,Comedy Music,Malcolm D. Lee
24575,Raise the Titanic,,M. Emmet Walsh Richard Jordan David Selby Anne Archer Alec Guinness,Action Drama Thriller,Jerry Jameson
10366,Universal Soldier: The Return,super computer computer program destiny timebomb,Jean-Claude Van Damme Kiana Tom Bill Goldberg Michael Jai White Heidi Schanz,Action Science Fiction,Mic Rodgers
19898,Pandorum,dystopia spaceship survival mission,Ben Foster Dennis Quaid Cam Gigandet Antje Traue Cung Le,Action Horror Mystery Science Fiction Thriller,Christian Alvart
4965,Impostor,android alien,Gary Sinise Madeleine Stowe Mekhi Phifer Vincent D'Onofrio Tony Shalhoub,Action Science Fiction Thriller,Gary Fleder
15074,Extreme Ops,ski,Devon Sawa Bridgette Wilson Rufus Sewell Rupert Graves Heino Ferch,Action Adventure Drama Thriller,Christian Duguay
56715,Just Visiting,time travel remake alternate history dragon remake of french film,Jean Reno Christina Applegate Christian Clavier Matt Ross Tara Reid,Comedy Fantasy Science Fiction,Jean-Marie Poir\u00e9
1272,Sunshine,saving the world bomb sun space marine sunlight,Cillian Murphy Rose Byrne Chris Evans Michelle Yeoh Cliff Curtis,Science Fiction Thriller,Danny Boyle
72358,A Thousand Words,liar literary agent,Eddie Murphy Allison Janney Cliff Curtis Clark Duke Kerry Washington,Drama Comedy,Brian Robbins
20542,Delgo,,Freddie Prinze Jr. Jennifer Love Hewitt Val Kilmer Anne Bancroft Chris Kattan,Adventure Fantasy Animation Comedy Science Fiction,Marc F. Adler
266396,The Gunman,assassin hitman,Sean Penn Jasmine Trinca Javier Bardem Ray Winstone Mark Rylance,Action Drama Crime,Pierre Morel
9978,Stormbreaker,england secret intelligence service child hero wretch teen spy,Alex Pettyfer Sarah Bolger Ewan McGregor Robbie Coltrane Stephen Fry,Adventure Action Family,Geoffrey Sax
8271,Disturbia,kidnapping young people,Shia LaBeouf Sarah Roemer Carrie-Anne Moss David Morse Aaron Yoo,Thriller Drama Mystery,D.J. Caruso
10428,Hackers,female nudity hacker nudity computer virus virtual reality,Jonny Lee Miller Angelina Jolie Jesse Bradford Matthew Lillard Renoly Santiago,Action Crime Thriller Drama,Iain Softley
5353,The Hunting Party,civil war spy hotel journalist journalism,Richard Gere Terrence Howard James Brolin Diane Kruger Jesse Eisenberg,Action Adventure Thriller Drama,Richard Shepard
11934,The Hudsucker Proxy,suicide new york corruption journalist inventor,Tim Robbins Jennifer Jason Leigh Paul Newman Charles Durning John Mahoney,Comedy Drama,Joel Coen
14392,The Warlords,assassin general dynasty brother blood brother,Jet Li Andy Lau Takeshi Kaneshiro Xu Jinglei Wei Zongwan,Action Drama History,Peter Chan
19495,Nomad: The Warrior,,Kuno Becker Jay Hernandez Jason Scott Lee Doskhan Zholzhaksynov Ayanat Ksenbai,Action History War,Sergei Bodrov Jr.
110415,Snowpiercer,father son relationship child labour brothel winter allegory,Chris Evans Song Kang-ho Ed Harris John Hurt Tilda Swinton,Action Science Fiction Drama,Bong Joon-ho
77459,A Monster in Paris,monster cgi 3d paris france,Vanessa Paradis Mathieu Chedid Gad Elmaleh Fran\u00e7ois Cluzet Ludivine Sagnier,Adventure Animation Comedy Family Fantasy,Bibo Bergeron
26486,The Last Shot,,Matthew Broderick Alec Baldwin Toni Collette Calista Flockhart Ray Liotta,Action Comedy,Jeff Nathanson
9495,The Crow,halloween arson detroit,Brandon Lee Rochelle Davis Ernie Hudson Michael Wincott Bai Ling,Fantasy Action Thriller,Alex Proyas
256040,Baahubali: The Beginning,kingdom war bollywood medieval india ancient india,Prabhas Rana Daggubati Tamanna Bhatia Anushka Shetty Ramya Krishnan,Action Adventure War History,S.S. Rajamouli
24420,The Time Traveler's Wife,chicago sex based on novel nudity diary,Eric Bana Rachel McAdams Michelle Nolden Arliss Howard Ron Livingston,Drama Romance Fantasy,Robert Schwentke
1257,Because I Said So,mother guitar sister sister relationship profession new love,Diane Keaton Mandy Moore Gabriel Macht Tom Everett Scott Lauren Graham,Comedy,Michael Lehmann
62214,Frankenweenie,shyness stop motion black and white retro dog,Charlie Tahan Catherine O'Hara Martin Short Martin Landau Atticus Shaffer,Animation Comedy Family,Tim Burton
16320,Serenity,martial arts telepathy dystopia spaceship fugitive,Nathan Fillion Gina Torres Alan Tudyk Morena Baccarin Adam Baldwin,Science Fiction Action Adventure Thriller,Joss Whedon
8842,Against the Ropes,biography sport,Meg Ryan Tony Shalhoub Joe Cortese Kerry Washington Omar Epps,Romance Drama,Charles S. Dutton
9531,Superman III,saving the world dc comics super computer identity crisis loss of powers,Christopher Reeve Richard Pryor Jackie Cooper Marc McClure Annette O'Toole,Comedy Action Adventure Fantasy Science Fiction,Richard Lester
64807,Grudge Match,father son relationship sport rivalry elderly elderly man,Robert De Niro Sylvester Stallone Alan Arkin Jon Bernthal Kevin Hart,Comedy,Peter Segal
12289,Red Cliff,flaming arrow chinese history strategy carrier pigeon spear throwing,Chang Chen Hu Jun Tony Leung Chiu-Wai Takeshi Kaneshiro Song Jia,Adventure Drama Action,John Woo
11529,Sweet Home Alabama,new york marriage proposal alabama career woman fashion designer,Reese Witherspoon Josh Lucas Patrick Dempsey Candice Bergen Rhona Mitra,Comedy Romance,Andy Tennant
20943,The Ugly Truth,romantic comedy romance tv morning show relationship opposites attract,Katherine Heigl Gerard Butler Eric Winter Bree Turner Nick Searcy,Comedy Romance,Robert Luketic
9099,Sgt. Bilko,gulf war u.s. army based on tv series military spoof,Steve Martin Dan Aykroyd Phil Hartman Glenne Headly Daryl Mitchell,Comedy Family,Jonathan Lynn
9488,Spy Kids 2: The Island of Lost Dreams,spy experiment island secret organization wretch,Antonio Banderas Carla Gugino Alexa PenaVega Daryl Sabara Steve Buscemi,Action Adventure Family,Robert Rodriguez
193,Star Trek: Generations,based on tv series death exploding planet mountain cabin solar system,Patrick Stewart Jonathan Frakes Brent Spiner LeVar Burton Michael Dorn,Science Fiction Action Adventure Thriller,David Carson
44865,The Grandmaster,martial arts kung fu biography kung fu master,Tony Leung Chiu-Wai Zhang Ziyi Song Hye-kyo Chang Chen Zhao Benshan,Action Drama History,Wong Kar-wai
55787,Water for Elephants,clown elephant trainer veterinary,Robert Pattinson Reese Witherspoon Christoph Waltz Tatum Etheridge Hal Holbrook,Drama Romance,Francis Lawrence
257932,Dragon Nest: Warriors' Dawn,,Carrie-Anne Moss Lucas Grabeel Blythe Auffarth Charlie Schlatter Simon Jaglom,Adventure Family Fantasy Animation,Yuefeng Song
10400,The Hurricane,prison boxer boxing match boxing school biography,Denzel Washington Vicellous Reon Shannon Deborah Kara Unger Liev Schreiber John Hannah,Drama,Norman Jewison
1957,Enough,waitress wife husband relationship violent husband self-defense violence against women,Jennifer Lopez Billy Campbell Juliette Lewis Dan Futterman Fred Ward,Drama Thriller,Michael Apted
10833,Heartbreakers,cons and scams,Sigourney Weaver Jennifer Love Hewitt Gene Hackman Ray Liotta Jason Lee,Crime Comedy Romance,David Mirkin
256961,Paul Blart: Mall Cop 2,shopping mall las vegas security guard,Kevin James Raini Rodriguez Eduardo Ver\u00e1stegui Daniella Alonso Neal McDonough,Action Comedy Family,Andy Fickman
5852,Angel Eyes,car crash police officer,Jennifer Lopez Jim Caviezel Jeremy Sisto Terrence Howard S\u00f4nia Braga,Drama Romance Thriller,Luis Mandoki
12312,Joe Somebody,profession karate daughter bef\u00f6rderung ex-wife,Tim Allen Julie Bowen Kelly Lynch Greg Germann Jim Belushi,Comedy,John Pasquin
622,The Ninth Gate,new york obsession passion for collection southern france mephisto,Johnny Depp Frank Langella Lena Olin Emmanuelle Seigner Barbara Jefford,Horror Mystery Thriller,Roman Polanski
11306,Extreme Measures,new york surgeon british suspense morgue,Hugh Grant Gene Hackman Sarah Jessica Parker David Morse Bill Nunn,Drama Thriller,Michael Apted
12508,Rock Star,rock star success discontentedness and displeasedness heavy metal relationship problems,Mark Wahlberg Jennifer Aniston Jason Flemyng Dominic West Jason Bonham,Music Drama Comedy,Stephen Herek
25793,Precious,aids illiteracy song unwillingly pregnant balloon,Gabourey Sidibe Mo'Nique Paula Patton Mariah Carey Lenny Kravitz,Drama,Lee Daniels
10534,White Squall,sailing trip diary sailing survival coming of age,Jeff Bridges Caroline Goodall John Savage Scott Wolf Jeremy Sisto,Action Drama,Ridley Scott
1091,The Thing,ice space marine paranoia snow storm norwegian,Kurt Russell Keith David Wilford Brimley Donald Moffat Richard Dysart,Horror Mystery Science Fiction,John Carpenter
87421,Riddick,dystopia revenge alien planet imax,Vin Diesel Karl Urban Katee Sackhoff Jordi Moll\u00e0 Bokeem Woodbine,Science Fiction Action Thriller,David Twohy
10871,Switchback,loss of son serial killer train,Dennis Quaid Danny Glover R. Lee Ermey Claudia Stedelin Brent Hinkley,Action Adventure Mystery Thriller,Jeb Stuart
13503,Texas Rangers,underwear tiger racial segregation,James Van Der Beek Rachael Leigh Cook Ashton Kutcher Dylan McDermott Usher Raymond,Action Western,Steve Miner
13600,City of Ember,underground world mayor adventure post-apocalyptic dystopia,Saoirse Ronan Harry Treadaway Mary Kay Place Bill Murray Martin Landau,Adventure Family Fantasy,Gil Kenan
68722,The Master,post traumatic stress  disorder sexual obsession postwar period drifter alcoholic,Joaquin Phoenix Philip Seymour Hoffman Amy Adams Laura Dern Jesse Plemons,Drama,Paul Thomas Anderson
14324,Virgin Territory,,Ryan Cartwright Hayden Christensen Mischa Barton Jay Villiers Simone Spinazz\u00e8,Adventure Action Comedy Romance,David Leland
14325,The Express,american football college biography sport syracuse university,Rob Brown Dennis Quaid Darrin Henson Charles S. Dutton Aunjanue Ellis,Drama,Gary Fleder
299687,The 5th Wave,based on novel dystopia alien alien invasion human subjugation,Chlo\u00eb Grace Moretz Nick Robinson Alex Roe Maika Monroe Zackary Arthur,Adventure Science Fiction,J Blakeson
312221,Creed,underdog sport spin off underground fighting motivational speaker,Michael B. Jordan Sylvester Stallone Graham McTavish Tessa Thompson Phylicia Rash\u0101d,Drama,Ryan Coogler
23168,The Town,based on novel money laundering ambulance boston massachusetts,Ben Affleck Rebecca Hall Jeremy Renner Jon Hamm Blake Lively,Crime Drama Thriller,Ben Affleck
76494,What to Expect When You're Expecting,based on novel adoption pregnant miscarriage expectant father,Cameron Diaz Jennifer Lopez Elizabeth Banks Anna Kendrick Brooklyn Decker,Romance Comedy Drama,Kirk Jones
4944,Burn After Reading,blackmail paranoia fitness-training plastic surgery autobiography,George Clooney Frances McDormand Brad Pitt John Malkovich Tilda Swinton,Comedy Drama,Joel Coen
10488,Nim's Island,fictional place exotic island shipwreck cruise volcano,Abigail Breslin Jodie Foster Gerard Butler Michael Carman Mark Brady,Adventure Comedy Family Fantasy,Jennifer Flackett
96721,Rush,world champion sport racing car formula 1 automobile racing,Daniel Br\u00fchl Chris Hemsworth Olivia Wilde Alexandra Maria Lara Natalie Dormer,Drama Action,Ron Howard
334,Magnolia,farewell regret parents kids relationship suicide attempt becoming an adult,Julianne Moore William H. Macy John C. Reilly Tom Cruise Philip Baker Hall,Drama,Paul Thomas Anderson
23742,Cop Out,new york money laundering daughter police undercover cop,Bruce Willis Tracy Morgan Juan Carlos Hern\u00e1ndez Seann William Scott Michelle Trachtenberg,Action Comedy Crime,Kevin Smith
259694,How to Be Single,new york based on novel one-night stand single,Dakota Johnson Rebel Wilson Alison Brie Nicholas Braun Damon Wayans Jr.,Comedy Romance,Christian Ditter
62837,Dolphin Tale,dolphin boy trap summer tail,Morgan Freeman Ashley Judd Harry Connick Jr. Nathan Gamble Kris Kristofferson,Drama Family,Charles Martin Smith
8966,Twilight,soulmates vampire forbidden love immortality trust,Kristen Stewart Robert Pattinson Billy Burke Taylor Lautner Peter Facinelli,Adventure Fantasy Drama Romance,Catherine Hardwicke
